City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
266,Sellye,SK,2024-05-16 23:51:43,48.1513,17.8806,61.05,73,100,13.06
267,Annonay,FR,2024-05-16 23:51:43,45.2397,4.6708,50.81,88,61,4.05
268,Nouadhibou,MR,2024-05-16 23:51:43,20.931,-17.0347,67.98,64,81,14.97
269,Sur,OM,2024-05-16 23:51:44,22.5667,59.5289,87.37,45,0,6.35
270,Vila Franca Do Campo,PT,2024-05-16 23:51:44,37.7167,-25.4333,64.89,99,47,5.59
271,Ray,IN,2024-05-16 23:51:44,23.6833,85.05,83.17,43,95,16.42
272,Nyrob,RU,2024-05-16 23:51:44,60.733,56.7202,42.53,97,100,5.59
273,Vodnyy,RU,2024-05-16 23:51:44,63.5046,53.4095,38.41,98,100,7.0
274,San Juan,AR,2024-05-16 23:51:45,-31.5375,-68.5364,52.0,48,2,7.47
275,Batouri,CM,2024-05-16 23:51:45,4.4333,14.3667,72.25,76,65,2.48
276,Pauini,BR,2024-05-16 23:51:45,-7.7136,-66.9764,79.48,76,98,2.35
277,Krasnik,PL,2024-05-16 23:51:45,50.9236,22.2271,55.27,78,0,13.76
278,Talara,PE,2024-05-16 23:52:45,-4.5772,-81.2719,74.16,73,0,16.02
279,Thunder Bay,CA,2024-05-16 23:52:46,48.4001,-89.3168,44.58,93,100,14.97
280,Cruz,BR,2024-05-16 23:52:46,-2.9178,-40.1717,77.95,83,76,9.28
281,Gat,IL,2024-05-16 23:52:46,31.61,34.7642,67.41,66,0,0.69
282,Lubango,AO,2024-05-16 23:52:46,-14.9172,13.4925,58.86,47,0,4.61
283,Quelimane,MZ,2024-05-16 23:52:46,-17.8786,36.8883,73.35,94,75,3.53
284,Sao Paulo De Olivenca,BR,2024-05-16 23:52:47,-3.3783,-68.8725,73.49,99,100,1.28
285,Luau,AO,2024-05-16 23:52:47,-10.7073,22.2247,60.57,53,1,4.99
286,Xai-Xai,MZ,2024-05-16 23:52:47,-25.0519,33.6442,60.21,90,0,4.97
287,Paita,PE,2024-05-16 23:52:47,-5.0892,-81.1144,68.52,80,73,14.38
288,Ushtobe,KZ,2024-05-16 23:52:47,45.2514,77.9838,61.93,65,95,10.51
289,Sinnamary,GF,2024-05-16 23:52:48,5.3833,-52.95,78.98,91,58,7.63
290,Morondava,MG,2024-05-16 23:52:48,-20.2833,44.2833,75.56,73,27,5.23
291,Lukovetskiy,RU,2024-05-16 23:52:48,64.2956,41.9211,36.79,96,100,5.95
292,Albany,US,2024-05-16 23:52:48,42.6001,-73.9662,66.88,79,100,2.91
